timestamp,cpu_percent,mem_percent,download_speed,upload_speed,bandwidth_total,latency,link_status,health_status,bytes_sent,bytes_recv,traffic_volume
2024-09-07 22:34:47,6.2,88.7,0,0,0,0,up,ok,841289878,1175727700,2017017578
2024-09-07 22:34:49,8.5,88.5,0,0,0,0,up,ok,841293193,1175727760,2017020953
2024-09-07 22:34:49,7.4,88.6,0,0,0,0,up,ok,841293410,1175727760,2017021170
2024-09-07 22:34:51,8.0,88.5,0,0,0,0,up,ok,841293905,1175728127,2017022032
2024-09-07 22:34:51,7.8,88.6,0,0,0,0,up,ok,841293905,1175728127,2017022032
2024-09-07 22:34:53,11.6,88.5,0,0,0,0,up,ok,841294177,1175728361,2017022538
2024-09-07 22:34:53,10.3,88.5,0,0,0,0,up,ok,841294177,1175728361,2017022538
2024-09-07 22:34:55,20.3,89.1,0,0,0,0,up,ok,841324339,1175751754,2017076093
2024-09-07 22:34:55,19.0,89.1,0,0,0,0,up,ok,841355855,1175758493,2017114348
2024-09-07 22:34:57,25.8,88.9,0,0,0,0,up,ok,841389334,1175771924,2017161258
2024-09-07 22:34:57,29.5,88.3,0,0,0,0,up,ok,841389763,1175779590,2017169353
2024-09-07 22:34:59,34.4,85.6,0,0,0,0,up,ok,841391925,1175868796,2017260721
2024-09-07 22:34:59,23.3,85.7,0,0,0,0,up,ok,841391925,1175868796,2017260721
2024-09-07 22:35:01,27.1,85.4,0,0,0,0,up,ok,841420735,1179454760,2020875495
2024-09-07 22:35:01,22.7,85.4,0,0,0,0,up,ok,841420790,1179454760,2020875550
2024-09-07 22:35:03,15.9,85.5,0,0,0,0,up,ok,841423701,1179530605,2020954306
2024-09-07 22:35:03,17.6,85.5,0,0,0,0,up,ok,841423917,1179543857,2020967774
2024-09-07 22:35:05,21.7,85.6,0,0,0,0,up,ok,841427302,1179634300,2021061602
2024-09-07 22:35:05,23.0,85.6,0,0,0,0,up,ok,841427302,1179634300,2021061602
2024-09-07 22:35:07,19.6,85.5,0,0,0,0,up,ok,841433018,1179743535,2021176553
2024-09-07 22:35:08,12.6,85.7,0,0,0,0,up,ok,841433180,1179756919,2021190099
2024-09-07 22:35:10,21.6,85.9,0,0,0,0,up,ok,841472386,1179796799,2021269185
2024-09-07 22:35:12,6.6,86.0,0,0,0,0,up,ok,841516193,1179920102,2021436295
2024-09-07 22:35:14,14.8,86.0,0,0,0,0,up,ok,841741589,1188799002,2030540591
2024-09-07 22:35:16,15.2,85.8,0,0,0,0,up,ok,841837657,1194138286,2035975943
2024-09-07 22:35:18,15.9,85.6,0,0,0,0,up,ok,841934296,1199101151,2041035447
2024-09-07 22:35:20,12.9,85.6,0,0,0,0,up,ok,842033015,1204077920,2046110935
2024-09-07 22:35:22,14.4,86.7,0,0,0,0,up,ok,842114505,1208543465,2050657970
2024-09-07 22:35:24,23.2,87.3,0,0,0,0,up,ok,847079315,1212569621,2059648936
2024-09-07 22:35:26,20.2,87.3,0,0,0,0,up,ok,853799001,1212733027,2066532028
2024-09-07 22:35:33,12.1,84.4,22.2,22.21,44.41,50.72,up,ok,872990700,1216935413,2089926113
2024-09-07 22:35:35,24.4,85.2,22.2,22.21,44.41,50.72,up,ok,873100789,1222588372,2095689161
2024-09-07 22:35:37,13.0,85.3,22.2,22.21,44.41,50.72,up,ok,873197259,1227626927,2100824186
2024-09-07 22:35:39,8.9,85.2,22.2,22.21,44.41,50.72,up,ok,873282335,1232410356,2105692691
2024-09-07 22:35:41,7.4,85.2,22.2,22.21,44.41,50.72,up,ok,873373167,1237504102,2110877269
2024-09-07 22:35:43,14.3,87.0,22.2,22.21,44.41,50.72,up,ok,875099609,1240191016,2115290625
2024-09-07 22:35:45,38.2,86.8,22.2,22.21,44.41,50.72,up,ok,880577416,1245205758,2125783174
2024-09-07 22:35:47,13.1,86.9,22.2,22.21,44.41,50.72,up,ok,887627630,1245513213,2133140843
2024-09-07 22:35:49,14.2,86.8,22.2,22.21,44.41,50.72,up,ok,894981466,1245696890,2140678356
2024-09-07 22:35:51,10.0,86.9,22.2,22.21,44.41,50.72,up,ok,900769458,1245827679,2146597137
2024-09-07 22:35:53,8.1,85.2,22.2,22.21,44.41,50.72,up,ok,902333295,1245856067,2148189362
2024-09-07 22:35:54,2.7,85.2,20.86,19.98,40.84,28.95,up,ok,902333349,1245856251,2148189600
2024-09-07 22:35:55,8.1,85.6,22.2,22.21,44.41,50.72,up,ok,902333404,1245856317,2148189721
2024-09-07 22:35:56,8.1,85.6,20.86,19.98,40.84,28.95,up,ok,902333687,1245856317,2148190004
2024-09-07 22:35:57,7.8,85.7,22.2,22.21,44.41,50.72,up,ok,902335098,1245856746,2148191844
2024-09-07 22:36:26,9.8,85.4,9.06,9.04,18.1,56.93,up,ok,936751192,1274573090,2211324282
2024-09-07 22:36:28,8.9,85.6,9.06,9.04,18.1,56.93,up,ok,936751692,1274573150,2211324842
2024-09-07 22:36:30,12.2,83.6,9.06,9.04,18.1,56.93,up,ok,936773304,1277327184,2214100488
2024-09-07 22:36:31,9.8,83.5,9.01,8.3,17.31,84.6,up,ok,936773304,1277327184,2214100488
2024-09-07 22:36:32,32.0,83.9,9.06,9.04,18.1,56.93,up,ok,936774540,1277328385,2214102925
2024-09-07 22:36:33,18.0,83.9,9.01,8.3,17.31,84.6,up,ok,936775736,1277328385,2214104121
2024-09-07 22:36:34,8.2,83.9,9.06,9.04,18.1,56.93,up,ok,936781353,1277338630,2214119983
2024-09-07 22:36:35,7.8,83.9,9.01,8.3,17.31,84.6,up,ok,936782603,1277338878,2214121481
2024-09-07 22:36:37,6.2,83.8,9.06,9.04,18.1,56.93,up,ok,936789969,1277350877,2214140846
2024-09-07 22:36:37,7.3,83.8,9.01,8.3,17.31,84.6,up,ok,936791012,1277350877,2214141889
2024-09-07 22:36:39,8.5,83.7,9.06,9.04,18.1,56.93,up,ok,936797814,1277370799,2214168613
2024-09-07 22:36:41,5.1,83.7,9.06,9.04,18.1,56.93,up,ok,936799633,1277373220,2214172853
2024-09-07 22:36:43,10.9,83.6,9.06,9.04,18.1,56.93,up,ok,936804773,1277378649,2214183422
2024-09-07 22:36:45,17.4,83.4,9.06,9.04,18.1,56.93,up,ok,936847238,1279904264,2216751502
2024-09-07 22:36:47,13.2,83.4,9.06,9.04,18.1,56.93,up,ok,936909402,1283775340,2220684742
2024-09-07 22:36:49,17.8,83.9,9.06,9.04,18.1,56.93,up,ok,937035526,1289643189,2226678715
2024-09-07 22:36:51,11.1,85.3,9.06,9.04,18.1,56.93,up,ok,937116890,1293359525,2230476415
2024-09-07 22:36:53,22.9,85.6,9.06,9.04,18.1,56.93,up,ok,937133890,1294294284,2231428174
2024-09-07 22:36:55,38.4,87.5,9.06,9.04,18.1,56.93,up,ok,937157511,1295176131,2232333642
2024-09-07 22:36:57,29.1,87.6,9.06,9.04,18.1,56.93,up,ok,937540579,1297250423,2234791002
2024-09-07 22:36:59,10.1,87.0,9.06,9.04,18.1,56.93,up,ok,939146962,1298172201,2237319163
2024-09-07 22:37:01,25.7,88.8,9.06,9.04,18.1,56.93,up,ok,943327089,1298341879,2241668968
2024-09-07 22:37:03,11.3,88.7,9.06,9.04,18.1,56.93,up,ok,944084252,1298368248,2242452500
2024-09-07 22:37:05,34.4,87.3,9.06,9.04,18.1,56.93,up,ok,945411717,1298432551,2243844268
2024-09-07 22:37:06,15.5,86.9,12.63,6.1,18.73,108.72,up,ok,945411717,1298432551,2243844268
2024-09-07 22:37:07,27.3,86.2,9.06,9.04,18.1,56.93,up,ok,945411717,1298432551,2243844268
2024-09-07 22:37:08,26.5,86.3,12.63,6.1,18.73,108.72,up,ok,945411717,1298432551,2243844268
2024-09-07 22:37:09,15.7,86.3,9.06,9.04,18.1,56.93,up,ok,945413211,1298432767,2243845978
2024-09-07 22:37:10,9.2,86.3,12.63,6.1,18.73,108.72,up,ok,945413211,1298432767,2243845978
2024-09-07 22:37:11,10.9,86.3,9.06,9.04,18.1,56.93,up,ok,945414705,1298432767,2243847472
2024-09-07 22:37:12,9.7,86.3,12.63,6.1,18.73,108.72,up,ok,945418205,1298435575,2243853780
2024-09-07 22:37:13,10.9,86.1,9.06,9.04,18.1,56.93,up,ok,945425183,1298440475,2243865658
2024-09-07 22:37:14,9.4,86.0,12.63,6.1,18.73,108.72,up,ok,945425183,1298440578,2243865761
2024-09-07 22:37:15,2.7,85.8,9.06,9.04,18.1,56.93,up,ok,945425304,1298440960,2243866264
2024-09-07 22:37:16,10.4,85.8,12.63,6.1,18.73,108.72,up,ok,945425304,1298441305,2243866609
2024-09-07 22:37:17,4.3,85.5,9.06,9.04,18.1,56.93,up,ok,945428363,1298448862,2243877225
2024-09-07 22:37:42,8.1,92.1,8.05,12.54,20.59,30.44,up,ok,982256674,1329111329,2311368003
2024-09-07 22:37:44,16.4,91.0,8.05,12.54,20.59,30.44,up,ok,982292636,1334050220,2316342856
2024-09-07 22:37:46,18.4,89.2,7.82,7.28,15.1,36.8,up,ok,982296832,1334051706,2316348538
2024-09-07 22:37:46,21.3,89.2,8.05,12.54,20.59,30.44,up,ok,982296832,1334053200,2316350032
2024-09-07 22:37:48,3.5,89.4,7.82,7.28,15.1,36.8,up,ok,982298324,1334059402,2316357726
2024-09-07 22:38:18,11.5,90.6,17.35,16.28,33.63,84.82,up,ok,1013980620,1377836972,2391817592
2024-09-07 22:38:27,11.0,89.7,9.65,20.37,30.02,94.94,up,ok,1038085000,1378315536,2416400536
2024-09-07 22:38:29,16.4,89.4,9.65,20.37,30.02,94.94,up,ok,1038095773,1378518689,2416614462
2024-09-07 22:38:31,12.0,89.5,9.65,20.37,30.02,94.94,up,ok,1038215835,1387056611,2425272446
2024-09-07 22:38:33,10.8,89.5,9.65,20.37,30.02,94.94,up,ok,1038302649,1391814749,2430117398
2024-09-07 22:38:35,7.0,89.3,9.65,20.37,30.02,94.94,up,ok,1038391291,1396572766,2434964057
2024-09-07 22:38:37,11.2,89.4,9.65,20.37,30.02,94.94,up,ok,1038487140,1401340322,2439827462
2024-09-07 22:38:39,5.6,89.4,9.65,20.37,30.02,94.94,up,ok,1038557191,1405179166,2443736357
2024-09-07 22:38:42,15.1,89.4,9.65,20.37,30.02,94.94,up,ok,1038559965,1405192260,2443752225
2024-09-07 22:38:44,31.3,90.0,9.65,20.37,30.02,94.94,up,ok,1038598580,1405262785,2443861365
2024-09-07 22:38:46,76.7,85.6,9.65,20.37,30.02,94.94,up,ok,1038834616,1405301016,2444135632
2024-09-07 22:38:48,20.6,86.7,9.65,20.37,30.02,94.94,up,ok,1041796154,1405548226,2447344380
2024-09-07 22:38:50,23.5,87.7,9.65,20.37,30.02,94.94,up,ok,1042072372,1405678134,2447750506
2024-09-07 22:38:52,10.5,88.1,9.65,20.37,30.02,94.94,up,ok,1044410050,1405834738,2450244788
2024-09-07 22:38:54,14.2,87.9,9.65,20.37,30.02,94.94,up,ok,1052100395,1405915835,2458016230
2024-09-07 22:38:56,15.1,85.3,9.65,20.37,30.02,94.94,up,ok,1056429906,1409419940,2465849846
2024-09-07 22:38:56,17.4,85.4,11.84,13.22,25.06,44.77,up,ok,1056429972,1409420006,2465849978
2024-09-07 22:38:58,7.4,85.7,9.65,20.37,30.02,94.94,up,ok,1056435841,1409422629,2465858470
2024-09-07 22:38:58,5.8,85.7,11.84,13.22,25.06,44.77,up,ok,1056435841,1409422629,2465858470
2024-09-07 22:39:00,14.9,85.1,9.65,20.37,30.02,94.94,up,ok,1056438252,1409429843,2465868095
2024-09-07 22:39:02,8.9,84.8,9.65,20.37,30.02,94.94,up,ok,1056441924,1409434208,2465876132
2024-09-07 22:39:04,8.6,84.7,9.65,20.37,30.02,94.94,up,ok,1056446228,1409438020,2465884248
2024-09-07 22:39:06,16.9,84.8,9.65,20.37,30.02,94.94,up,ok,1056476531,1411117297,2467593828
